chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification,id
D,64.0,1.87,2.69,2.54,2.07,0.06,0.06,-0.01,2.29,0.1,0.6,0.0,0.11,0.5,0.0,0.08,0.13,0.0,?,?,?,?,?,?,?,0.0,12.01.01,118
B,20.0,4.53,4.95,3.95,1.99,0.05,0.01,-0.34,3.86,0.21,0.0,0.0,0.16,0.3,0.0,0.13,2.62,1.0,?,?,?,?,?,?,?,0.0,20.01.01.01.01@34.01.01.01,119
B,21.0,2.26,2.95,6.31,2.21,0.05,0.33,0.09,3.43,0.18,1.8,1.0,0.21,0.2,0.0,0.13,0.69,0.0,?,?,?,?,?,?,?,0.0,01.06@16.13.03@20.01.13,120
B,21.0,0.2,0.37,0.14,0.33,0.05,-0.16,0.05,0.26,0.14,1.1,0.0,0.14,0.4,0.0,0.22,0.23,0.0,?,?,?,?,?,?,2.0,0.0,01.03.01.03,121
B,20.0,0.37,0.59,1.38,0.11,0.05,0.41,-0.6,0.61,0.09,4.6,1.0,0.08,0.6,0.0,0.19,3.26,1.0,?,?,?,?,?,?,1.0,0.0,32.01,122
B,21.0,0.13,0.17,0.2,0.24,0.05,0.06,0.13,0.19,0.08,0.8,0.0,0.04,1.3,0.0,0.13,1.0,0.0,?,?,?,?,?,?,?,0.0,14.07.11@14.13.01.01@30,123
B,20.0,6.8,6.52,4.94,16.0,0.05,-0.05,0.43,8.55,0.21,0.2,0.0,0.11,0.5,0.0,0.22,1.95,1.0,?,?,?,?,?,?,?,0.0,16.17.09@32.05.01.03.03@32.07,124
C,21.0,0.8,1.3,0.7,1.16,0.05,0.0,-0.06,0.99,0.14,0.0,0.0,0.23,0.2,0.0,0.11,0.55,0.0,?,?,?,?,5.0,?,?,0.0,02.11@02.13@02.45.15@20.01.01.01@20.01.15@20.03.22@20.09.04@34.01.01.03@40.20,125
C,40.0,0.51,0.84,0.34,0.37,0.05,-0.18,0.0,0.52,0.09,2.0,0.0,0.32,0.2,0.0,0.17,0.0,0.0,?,?,?,?,?,?,5.0,0.0,12.04.02,126
C,20.0,0.76,0.93,0.57,2.35,0.05,0.0,0.39,1.15,0.13,0.0,0.0,0.13,0.4,0.0,0.13,3.0,1.0,?,?,?,?,5.0,2.0,2.0,0.0,11.04.02@20.01.07,127
D,20.0,0.14,0.28,0.26,0.13,0.05,0.04,-0.02,0.2,0.18,0.2,0.0,0.13,0.4,0.0,0.13,0.15,0.0,?,?,?,?,2.0,?,?,0.0,01.04@10.01.05.01@10.03.01.01.11@10.03.02@14.07.03@18.02.01@30.01.05.01@32.01@34.11.03.07@43.01.03.09,128
D,20.0,0.51,0.54,0.57,0.96,0.05,0.12,0.3,0.65,0.15,0.8,0.0,0.14,0.4,0.0,0.12,2.5,1.0,?,?,?,?,?,?,2.0,0.0,14.07.11@14.13.01.01,129
D,20.0,0.47,0.51,0.56,0.78,0.05,0.02,0.13,0.58,0.09,0.2,0.0,0.11,0.5,0.0,0.11,1.18,0.0,?,?,?,?,?,?,?,0.0,14.13,130
D,20.0,0.79,0.81,0.77,0.48,0.05,0.01,-0.18,0.71,0.15,0.1,0.0,0.16,0.3,0.0,0.11,1.64,0.0,?,?,?,?,?,?,?,0.0,42.19,131
D,20.0,1.34,1.16,2.53,1.54,0.05,0.23,0.01,1.64,0.11,2.1,1.0,0.09,0.6,0.0,0.09,0.11,0.0,?,?,?,?,?,?,?,0.0,01.05@14.07.02.01@14.07.02.02@42.01,132
D,21.0,3.54,3.26,5.34,4.02,0.05,0.06,-0.17,4.04,0.13,0.5,0.0,0.27,0.2,0.0,0.15,1.13,0.0,?,?,?,?,?,?,?,0.0,12.01.01,133
A,20.0,0.38,0.43,0.44,0.13,0.04,0.03,-0.1,0.35,0.12,0.3,0.0,0.09,0.4,0.0,0.12,0.75,0.0,?,?,?,?,?,?,1.0,0.0,10.01.03.05@10.01.05.01@18.02.01,134
A,20.0,5.02,5.31,3.74,3.35,0.04,-0.14,-0.15,4.36,0.06,2.3,0.0,0.11,0.4,0.0,0.06,2.5,0.0,?,?,?,?,?,?,?,0.0,01.04@12@16.01@16.19.03@32.01.07,135
B,20.0,3.58,2.94,5.14,2.49,0.04,0.16,-0.02,3.54,0.17,0.9,0.0,0.18,0.2,0.0,0.15,0.13,0.0,?,?,?,?,?,?,?,0.0,12.01.01,136
B,20.0,15.3,26.0,21.3,13.1,0.04,-0.07,-0.13,18.92,0.16,0.4,0.0,0.23,0.2,0.0,0.34,0.38,0.0,?,?,?,?,?,?,?,0.0,01.05.02.07@01.20.15@02.01,137
B,20.0,0.47,0.89,1.18,0.57,0.04,0.11,0.0,0.78,0.19,0.6,0.0,0.12,0.3,0.0,0.21,0.0,0.0,?,?,?,?,?,?,5.0,0.0,01.01.11.02.01@01.01.11.02.02@01.01.11.03.01@01.01.11.03.02@01.01.11.04.01@01.01.11.04.02@10.03.01,138
B,21.0,0.1,0.11,0.07,0.05,0.04,0.0,0.0,0.08,0.03,0.0,0.0,0.14,0.3,0.0,0.18,0.0,0.0,1.0,?,?,?,5.0,?,5.0,0.0,14.07@16.01,139
B,20.0,0.8,1.46,0.94,0.65,0.04,0.05,0.0,0.96,0.06,0.8,0.0,0.12,0.3,0.0,0.2,0.0,0.0,?,?,?,?,?,?,5.0,0.0,01.03.16@12.10,140
C,20.0,8.13,9.17,3.54,4.96,0.04,-0.25,-0.19,6.45,0.15,1.7,1.0,0.14,0.3,0.0,0.08,2.38,0.0,?,?,?,?,?,?,?,0.0,12.01.01@12.04.02,141
D,20.0,2.55,1.8,3.38,1.03,0.04,0.1,-0.39,2.19,0.11,0.9,0.0,0.15,0.3,0.0,0.1,3.9,1.0,?,?,?,?,?,?,?,0.0,10.01.09.05@11.02.03.04@16.03.01,142
D,20.0,1.09,0.9,2.69,1.08,0.04,0.47,-0.03,1.44,0.14,3.4,1.0,0.14,0.3,0.0,0.12,0.25,0.0,?,?,?,?,?,2.0,?,0.0,02.11@02.13.03@20.01.15,143
D,21.0,2.49,2.75,3.82,2.35,0.04,0.16,-0.06,2.85,0.14,1.1,0.0,0.12,0.3,0.0,0.18,0.33,0.0,?,?,?,?,?,?,?,0.0,01.06.06.11,144
D,20.0,0.76,0.47,0.67,1.16,0.04,-0.02,0.31,0.77,0.11,0.2,0.0,0.12,0.3,0.0,0.21,1.48,1.0,?,?,?,?,?,?,?,0.0,01.02@01.07@16.01@34.01.01.01,145
A,94.0,1.05,1.34,1.27,1.25,0.03,-0.05,-0.03,1.23,0.15,0.3,0.0,0.11,0.3,0.0,0.16,0.19,0.0,?,?,?,?,?,?,?,0.0,12.01.01@12.07,146
B,19.0,14.8,22.8,1.19,14.6,0.03,-0.89,-0.16,13.36,1.44,0.6,0.0,0.11,0.3,0.0,0.1,1.6,0.0,?,?,?,?,?,?,?,0.0,12.01.01,147
B,20.0,12.8,13.2,10.0,10.1,0.03,-0.05,-0.12,11.51,0.14,0.4,0.0,0.18,0.2,0.0,0.12,1.0,0.0,?,?,?,?,?,?,?,0.0,12.01.01,148
C,20.0,10.7,10.3,5.08,8.56,0.03,-0.17,-0.06,8.67,0.14,1.2,0.0,0.09,0.3,0.0,0.08,0.75,0.0,?,?,?,?,?,?,?,0.0,12.01,149
C,21.0,0.98,1.19,0.81,3.58,0.03,0.0,0.32,1.64,0.19,0.0,0.0,0.23,0.1,0.0,0.25,1.28,1.0,?,?,?,?,5.0,2.0,?,0.0,14.01@14.04@16.03.01@20.01.10@20.09.04@32.01,150
C,40.0,9.06,8.98,3.58,7.36,0.03,-0.29,-0.1,7.25,0.15,1.9,1.0,0.08,0.4,0.0,0.16,0.63,0.0,?,?,?,?,?,?,?,0.0,02.16@12.01@12.04,151
D,20.0,0.82,0.79,1.04,1.03,0.03,0.13,0.11,0.92,0.13,1.0,0.0,0.11,0.3,0.0,0.14,0.79,0.0,?,?,?,?,?,?,?,0.0,01.06.02.01,152
D,20.0,0.14,0.16,0.2,0.18,0.03,0.03,0.07,0.17,0.16,0.2,0.0,0.14,0.2,0.0,0.14,0.5,0.0,?,?,?,?,?,2.0,2.0,0.0,01.05@14.07.02.02@42.01,153
D,20.0,0.96,0.94,1.07,0.87,0.03,0.06,0.14,0.96,0.13,0.5,0.0,0.09,0.3,0.0,0.15,0.93,0.0,?,?,?,?,?,?,?,0.0,12.01.01@42.16,154
A,46.0,0.43,0.33,0.24,0.5,0.02,0.0,0.0,0.38,0.12,0.0,0.0,0.17,0.1,0.0,0.06,0.0,0.0,?,?,?,?,5.0,2.0,5.0,0.0,12.01.01,155
B,21.0,6.11,8.08,4.37,7.51,0.02,-0.06,0.07,6.52,0.2,0.3,0.0,0.16,0.1,0.0,0.15,0.47,0.0,?,?,?,?,?,?,?,0.0,14.04@20.01.01.01@20.01.15@20.03.22@20.09.13@20.09.18.09.01@32.07@34.01.01.01@34.01.01.03@42.25,156
B,21.0,0.89,0.77,1.13,1.21,0.02,0.06,0.08,1.0,0.15,0.4,0.0,0.13,0.2,0.0,0.1,0.8,0.0,?,?,?,?,?,?,?,0.0,32.01,157
B,21.0,0.18,0.25,0.12,0.11,0.02,0.0,0.0,0.17,0.04,0.0,0.0,0.05,0.4,0.0,0.18,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,20.09.07@20.09.13@40.01@42.04@43.01.03.05,158
B,32.0,3.68,4.12,3.82,2.64,0.02,-0.02,-0.11,3.57,0.21,0.1,0.0,0.19,0.1,0.0,0.16,0.69,0.0,?,?,?,?,?,2.0,?,0.0,12.01.01@14.13.01.01,159
B,21.0,0.1,0.09,0.13,0.15,0.02,0.01,0.23,0.11,0.23,0.0,0.0,0.15,0.1,0.0,0.22,1.05,1.0,1.0,?,?,?,2.0,?,?,0.0,12.01.01@14.10,160
C,20.0,7.13,9.29,3.06,6.95,0.02,-0.3,-0.02,6.61,0.27,1.0,1.0,0.12,0.2,0.0,0.09,0.22,0.0,?,?,?,?,1.0,?,?,0.0,12.01.01,161
C,21.0,0.36,0.44,0.32,0.42,0.02,0.0,0.02,0.39,0.13,0.0,0.0,0.23,0.1,0.0,0.18,0.11,0.0,?,?,?,?,5.0,2.0,?,0.0,01.01@01.20.31@14.07.09,162
C,20.0,0.4,0.47,0.3,0.64,0.02,0.0,0.12,0.44,0.13,0.0,0.0,0.1,0.2,0.0,0.18,0.67,0.0,1.0,?,1.0,?,5.0,?,2.0,0.0,01.05.03@02.19@42.01,163
D,21.0,0.94,1.18,1.16,0.86,0.02,0.0,-0.12,1.04,0.11,0.0,0.0,0.16,0.1,0.0,0.18,0.67,0.0,?,?,?,?,2.0,?,?,0.0,10.01.03@20.01.03@20.09.04,164
D,20.0,0.15,0.27,0.34,0.36,0.02,0.18,0.12,0.28,0.1,1.8,0.0,0.13,0.2,0.0,0.28,0.43,0.0,?,?,?,?,?,?,?,0.0,01.05.06.07@02.16.01,165
D,21.0,0.1,0.18,0.13,0.11,0.02,0.0,0.02,0.13,0.17,0.0,0.0,0.13,0.2,0.0,0.36,0.06,0.0,1.0,?,?,?,4.0,2.0,?,0.0,20.01.01.01@20.03.01.01@34.01.01@34.11.03.07,166
D,21.0,0.11,0.12,0.18,0.24,0.02,0.05,0.14,0.16,0.32,0.2,0.0,0.13,0.2,0.0,0.24,0.58,0.0,?,?,?,?,?,?,?,0.0,14.04@20.09.13@20.09.18.09.01,167
D,20.0,0.7,0.61,1.46,0.78,0.02,0.24,0.17,0.89,0.13,1.8,1.0,0.11,0.2,0.0,0.1,1.7,0.0,?,?,?,?,?,?,?,0.0,14.04@16.01@20.01.10@20.03@20.09.05,168
D,21.0,0.42,0.42,0.5,0.49,0.02,0.11,0.09,0.46,0.15,0.7,0.0,0.1,0.2,0.0,0.22,0.41,0.0,?,?,?,?,?,?,?,0.0,14.04@14.07.11.01@14.13.04@20.09.13@42.25,169
A,21.0,0.09,0.13,0.14,0.15,0.01,0.02,0.0,0.13,0.1,0.2,0.0,0.08,0.1,0.0,0.04,0.0,0.0,?,?,?,?,2.0,2.0,5.0,0.0,01.03.07,170
A,21.0,0.52,0.64,0.52,0.45,0.01,0.03,0.0,0.53,0.07,0.4,0.0,0.08,0.1,0.0,0.09,0.0,0.0,?,?,?,?,?,?,?,0.0,01.01.06.05.01.01@01.01.09.03.01@01.07@34.01.01.01,171
A,20.0,0.1,0.14,0.14,0.1,0.01,0.0,0.0,0.12,0.09,0.0,0.0,0.2,0.1,0.0,0.04,0.0,0.0,1.0,?,?,?,4.0,2.0,5.0,0.0,10.01.05.03@11.02.03.01@11.02.03.04@18.02.09@34.11.03.07@41.01.01,172
A,20.0,0.15,0.18,0.16,0.23,0.01,0.0,0.0,0.18,0.09,0.0,0.0,0.15,0.1,0.0,0.07,0.0,0.0,?,?,?,?,4.0,2.0,5.0,0.0,01.04@10.01.09.05@11.02.03.01@11.02.03.04@16.19.03,173
B,21.0,0.48,0.6,0.75,0.54,0.01,0.0,-0.05,0.59,0.09,0.0,0.0,0.12,0.1,0.0,0.11,0.45,0.0,?,?,?,?,5.0,?,?,0.0,10.03.01.01.11@10.03.02@10.03.04.05@10.03.04.09@41.01.01@42.04@42.10,174
B,21.0,0.18,0.2,0.18,0.28,0.01,0.0,-0.01,0.21,0.16,0.0,0.0,0.1,0.1,0.0,0.2,0.05,0.0,?,?,?,?,5.0,?,?,0.0,10.03.04.05@14.13.01.01@20.01.21@20.09.01,175
C,38.0,4.7,4.6,2.6,3.03,0.01,-0.17,-0.1,3.73,0.15,1.1,0.0,0.16,0.1,0.0,0.17,0.59,0.0,?,?,?,?,?,?,?,0.0,12.01.01,176
D,20.0,0.1,0.11,0.12,0.05,0.01,-0.0,0.0,0.1,0.26,0.1,0.0,0.12,0.1,0.0,0.32,0.0,0.0,1.0,?,?,?,2.0,2.0,4.0,0.0,11.04.02@11.06.02@12.04.01,177
D,20.0,0.19,0.25,0.25,0.23,0.01,0.01,0.0,0.23,0.12,0.1,0.0,0.12,0.1,0.0,0.16,0.0,0.0,?,?,?,?,?,?,4.0,0.0,30.01.05.05.01@40.01,178
D,20.0,1.18,1.05,2.05,0.93,0.01,0.28,-0.1,1.3,0.25,1.1,1.0,0.13,0.1,0.0,0.12,0.83,0.0,?,?,?,?,?,?,?,0.0,01.01.03.02.01@01.02@02.10@16.21.07,179
D,21.0,0.52,0.41,0.56,0.66,0.01,0.08,0.14,0.54,0.13,0.6,0.0,0.12,0.1,0.0,0.06,2.33,0.0,?,?,?,?,?,?,?,0.0,01.04.04@01.05.25@02.19@10.03.01@11.02.03.04@14.07.03,180
D,20.0,1.33,0.86,1.36,1.59,0.01,0.05,0.09,1.29,0.18,0.3,0.0,0.15,0.1,0.0,0.08,1.13,0.0,?,?,?,?,?,?,?,0.0,01.05.06.07@02.16,181
D,40.0,3.53,4.34,5.31,2.72,0.01,0.05,-0.14,3.98,0.11,0.5,0.0,0.12,0.1,0.0,0.08,1.75,0.0,?,?,?,?,?,?,?,0.0,12.01.01@12.07,182
A,21.0,0.1,0.04,0.1,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,5.0,5.0,0.0,10.03.02@42.10@43.01.03.09,183
A,21.0,0.1,0.05,0.07,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.27,0.0,0.0,0.02,0.0,0.0,1.0,?,?,1.0,5.0,4.0,5.0,0.0,11.02.03.01.07@11.04.02@11.04.03.01@11.04.03.05@16.03.03,184
A,21.0,0.1,0.0,0.08,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.13,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,01.05.06.07@01.07.01@02.16.13@02.45@42.01,185
A,20.0,0.1,0.08,0.09,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.2,0.0,0.0,0.02,0.0,0.0,1.0,?,?,1.0,4.0,4.0,5.0,0.0,01.01.03.02.01@01.01.03.02.02@01.02@02.10@42.01,186
A,20.0,0.12,0.05,0.19,0.15,0.0,0.01,0.0,0.13,0.11,0.1,0.0,0.33,0.0,0.0,0.08,0.0,0.0,?,?,?,?,?,5.0,5.0,0.0,01.03.01.03,187
A,21.0,0.1,0.15,0.1,0.1,0.0,-0.1,-0.0,0.1,0.05,2.0,0.0,0.33,0.0,0.0,0.05,0.4,0.0,?,?,1.0,1.0,?,5.0,1.0,0.0,01.06@10.01.09.05,188
A,20.0,0.13,0.06,0.1,0.1,0.0,0.0,0.0,0.1,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,?,?,?,1.0,5.0,5.0,3.0,0.0,01.06.02.01@20.03,189
A,20.0,0.1,0.0,0.08,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,01.05.25@11.02.03.04.01,190
A,36.0,0.1,0.0,0.08,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,11.04.01@11.04.03.01,191
A,21.0,0.1,0.0,0.07,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,42.04.05,192
A,21.0,0.1,0.05,0.07,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,?,?,1.0,5.0,5.0,5.0,0.0,42.01,193
A,21.0,0.21,0.05,0.15,0.21,0.0,0.0,0.0,0.16,0.09,0.0,0.0,0.33,0.0,0.0,0.08,0.0,0.0,?,?,?,?,5.0,5.0,5.0,0.0,02.19@10.03.01@10.03.02@12.07@14.13.01.01@43.01.03.05@43.01.03.09,194
A,20.0,0.1,0.0,0.07,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,10.03.01.01.11@20.09.14@42.04.05,195
A,21.0,0.25,0.24,0.22,0.22,0.0,0.0,-0.01,0.23,0.1,0.0,0.0,0.24,0.0,0.0,0.08,0.13,0.0,?,?,?,?,5.0,4.0,?,0.0,01.01.09.06.01@01.01.09.07.01@01.03.01.03@01.03.04.03@01.04@02.07,196
A,21.0,0.1,0.0,0.07,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.12,0.0,0.0,1.0,1.0,?,?,5.0,5.0,5.0,0.0,14.04,197
A,20.0,0.1,0.05,0.11,0.13,0.0,0.0,0.05,0.1,0.09,0.0,0.0,0.32,0.0,0.0,0.09,0.56,0.0,1.0,?,?,?,5.0,5.0,?,0.0,14.04@14.07.11.01@14.13.04@16.01@20.09.13@20.09.14,198
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.27,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,10.03.01.01.11@14.07.05@14.10@14.13.01.01@16.01@16.19.03,199
A,21.0,0.1,0.0,3.59,0.1,0.0,1.62,0.0,0.95,0.49,3.3,1.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,2.0,5.0,5.0,0.0,01.04@01.05.02.04@01.05.02.07,200
A,20.0,0.1,0.0,3.24,0.1,0.0,1.57,0.0,0.87,0.38,4.1,1.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,2.0,5.0,5.0,0.0,01.05.02.04@01.05.02.07,201
A,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,01.05.03@10.03.03@32.01.03@43.01.03.05,202
A,20.0,0.1,0.11,0.15,0.13,0.0,0.0,0.0,0.12,0.14,0.0,0.0,0.32,0.0,0.0,0.08,0.0,0.0,?,?,?,?,5.0,4.0,5.0,0.0,01.06.02.01,203
A,20.0,0.1,0.04,0.1,0.1,0.0,0.0,0.0,0.08,0.16,0.0,0.0,0.33,0.0,0.0,0.03,0.0,0.0,?,?,1.0,1.0,5.0,5.0,3.0,0.0,20.01.27@32.07,204
A,20.0,0.1,0.07,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.28,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,5.0,5.0,0.0,11.02.01@11.02.03.01.07@11.02.03.04,205
A,21.0,0.1,0.06,0.15,0.1,0.0,0.11,0.0,0.1,0.16,0.7,0.0,0.18,0.0,0.0,0.02,0.0,0.0,1.0,?,?,1.0,?,4.0,5.0,0.0,11.06.02@12,206
A,20.0,0.19,0.13,0.17,0.13,0.0,-0.09,0.0,0.16,0.01,9.0,0.0,0.24,0.0,0.0,0.08,0.0,0.0,?,?,?,?,?,4.0,5.0,0.0,14.07.02,207
A,20.0,0.1,0.07,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.17,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,10.01.02@10.01.05.01@10.01.05.03.01@10.03.02@16.03.01@32.01.09@34.11.03.07@41.01.01,208
A,20.0,0.1,0.11,0.14,0.1,0.0,0.08,0.0,0.11,0.16,0.5,0.0,0.13,0.0,0.0,0.16,0.0,0.0,1.0,?,?,1.0,?,4.0,5.0,0.0,14.04@20.01.10@20.09.04@42.16,209
A,20.0,0.15,0.1,0.12,0.22,0.0,0.0,0.17,0.14,0.1,0.0,0.0,0.33,0.0,0.0,0.15,1.13,0.0,?,1.0,?,?,5.0,5.0,?,0.0,02.01.03@14.13.04@20.09.13,210
A,20.0,0.1,0.0,0.1,0.3,0.0,0.0,0.44,0.13,0.09,0.0,0.0,0.33,0.0,0.0,0.33,1.33,1.0,1.0,1.0,1.0,?,5.0,5.0,2.0,0.0,01.01@01.05.02.04@01.05.02.07@02.07,211
A,20.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.08,0.11,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,11.02.01@11.02.02@11.02.03.01@42.01,212
A,20.0,0.18,0.16,0.14,0.12,0.0,0.01,0.0,0.15,0.13,0.1,0.0,0.11,0.0,0.0,0.09,0.0,0.0,?,?,?,?,?,4.0,5.0,0.0,10.03.01@18.02.01.01.05,213
A,21.0,0.11,0.1,0.11,0.19,0.0,-0.03,0.14,0.13,0.06,0.5,0.0,0.17,0.0,0.0,0.11,1.27,0.0,?,?,?,?,?,4.0,?,0.0,11.02.01@11.02.02@11.02.03.01@16.03.01,214
A,20.0,0.2,0.06,0.1,0.26,0.0,-0.2,0.17,0.15,0.11,1.8,1.0,0.33,0.0,0.0,0.14,1.21,0.0,?,?,1.0,?,?,5.0,2.0,0.0,14.01@32.01,215
A,17.0,28.8,26.1,15.2,13.9,0.0,-0.1,-0.18,21.01,0.16,0.6,0.0,0.08,0.0,0.0,0.04,4.5,0.0,?,?,?,?,?,?,?,0.0,12.01.01,216
A,21.0,0.1,0.0,0.1,0.1,0.0,-0.05,0.0,0.08,0.04,1.3,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,?,5.0,5.0,0.0,01.01@01.02.03.01@01.02.07@01.20.19.01@16.21.07,217
A,21.0,0.1,0.09,0.07,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.26,0.0,0.0,0.07,0.0,0.0,1.0,?,?,1.0,5.0,4.0,5.0,0.0,20.01.01.01@20.01.01.07@34.01.01@34.01.03.05,218
A,20.0,0.1,0.08,0.15,0.12,0.0,0.01,0.0,0.11,0.1,0.1,0.0,0.22,0.0,0.0,0.12,0.0,0.0,1.0,?,?,?,?,4.0,5.0,0.0,01.01.09.07.01@01.03.01.03,219
A,21.0,0.09,0.07,0.08,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.27,0.0,0.0,0.05,0.0,0.0,?,?,?,1.0,5.0,4.0,5.0,0.0,01.04@10.03.01.02@10.03.01.03@14.07.03@32.01.09,220
A,21.0,0.13,0.08,0.14,0.13,0.0,0.0,0.0,0.12,0.09,0.0,0.0,0.2,0.0,0.0,0.03,0.0,0.0,?,?,?,?,5.0,4.0,5.0,0.0,12.01.01@42.16,221
A,20.0,0.14,0.08,0.08,0.2,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.33,0.0,0.0,0.04,0.0,0.0,?,?,?,1.0,5.0,5.0,5.0,0.0,42.27.03,222
A,20.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.3,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,5.0,5.0,0.0,10.03.01.01.09@10.03.04.03,223
A,21.0,0.1,0.08,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.25,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,34.11.03.07@41.01.01,224
A,21.0,0.1,0.06,0.1,0.11,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.06,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,10.03.01.01.11@10.03.05.01@16.01@34.11.03.07,225
A,20.0,0.12,0.07,0.11,0.2,0.0,0.0,0.15,0.13,0.09,0.0,0.0,0.33,0.0,0.0,0.13,1.15,0.0,?,?,?,?,5.0,5.0,?,0.0,14.04@14.07.11.01@20.09.13@20.09.18.09.01,226
A,21.0,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.03,0.0,0.0,1.0,?,1.0,1.0,5.0,5.0,5.0,0.0,01.04@10.03.01.01.03@14.07.03@32.01@34.01.01,227
A,21.0,0.1,0.08,0.1,0.11,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.19,0.0,0.0,0.03,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,01.03.16.01@11.04.01,228
A,20.0,0.1,0.08,0.1,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.27,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.04@01.05@02.07@16.19.03,229
A,20.0,0.37,0.14,0.21,0.2,0.0,-0.12,-0.02,0.23,0.07,1.7,0.0,0.29,0.0,0.0,0.09,0.22,0.0,?,?,?,?,?,5.0,?,0.0,14.01,230
A,21.0,0.1,0.0,0.08,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.05,0.0,0.0,1.0,1.0,?,1.0,5.0,5.0,5.0,0.0,12.01.01@42.16,231
A,20.0,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,11.04.01@12.01@14.10@20.09.01,232
