alpha_0,alpha_7,alpha_14,alpha_21,alpha_28,alpha_35,alpha_42,alpha_49,alpha_56,alpha_63,alpha_70,alpha_77,alpha_84,alpha_91,alpha_98,alpha_105,alpha_112,alpha_119,elu_0,elu_30,elu_60,elu_90,elu_120,elu_150,elu_180,elu_210,elu_240,elu_270,elu_300,elu_330,elu_360,elu_390,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_90,cdc15_110,cdc15_130,cdc15_150,cdc15_170,cdc15_190,cdc15_210,cdc15_230,cdc15_250,cdc15_270,cdc15_290,spo_0,spo_2,spo_5,spo_7,spo_9,spo_11,spo5_2,spo5_7,spo5_11,spo__early,spo__mid,heat_0,heat_10,heat_20,heat_40,heat_80,heat_160,dtt_15,dtt_30,dtt_60,dtt_120,cold_0,cold_20,cold_40,cold_160,diau_540,diau_660,diau_780,diau_900,diau_1020,diau_1140,diau_1260,classification,id
-0.58,-0.23,-0.84,-0.27,-0.09,0.11,-0.17,0.08,0.37,-0.12,0.11,-0.07,-0.04,0.18,0.32,0.54,-0.15,0.11,-0.04,0.18,0.2,0.36,0.11,0.29,0.23,0.2,0.33,0.2,0.01,0.24,0.32,0.11,-0.2,-0.07,-0.22,0.01,-0.6,-0.43,-0.34,0.55,0.41,-0.56,-0.4,0.25,-0.79,-0.79,-0.79,-0.03,0.34,0.77,0.5,0.34,0.62,-0.62,-0.36,-0.38,1.2,1.12,0.34,-0.34,-0.34,0.49,-0.12,0.4,-0.62,-0.69,-0.69,-0.64,0.12,0.16,0.57,0.92,0.08,-0.04,-0.18,-0.38,-0.4,-0.67,-0.74,16.09@30.01.05.05.01@40.01@42.04@43.01.03.05,34
-0.2,-0.17,-0.15,-0.34,-0.29,-0.36,0.07,-0.25,0.04,-0.1,0.03,-0.62,-0.15,-0.36,-0.03,-0.07,-0.36,-0.25,0.07,-0.03,-0.17,0.44,0.12,-0.04,0.3,-0.09,0.11,-0.22,-0.42,0.21,-0.3,0.38,-0.43,0.11,-0.04,0.12,-0.76,0.38,0.15,-0.06,-0.04,0.14,-0.07,0.15,-0.43,-0.34,-0.38,-0.06,0.03,-0.03,0.71,0.8,0.58,-0.29,0.98,0.29,0.08,0.24,0.39,0.14,0.42,0.89,-0.09,0.74,-1.0,-0.86,-0.49,-0.43,0.38,0.69,1.36,0.74,0.03,-0.1,-0.62,-1.15,-0.62,-1.12,-0.4,11.02.03.01.07@11.04.02@11.04.03.01@11.04.03.05@16.03.03,35
-0.18,-0.12,-0.22,0.03,-0.09,0.16,-0.03,0.15,0.29,-0.29,0.48,-0.12,-0.15,-0.25,0.33,0.6,-0.29,-0.23,0.04,-0.07,-0.06,0.29,-0.12,0.07,0.24,-0.03,-0.06,0.14,-0.15,-0.07,-0.18,0.06,-0.04,-0.15,0.46,-0.47,-0.71,-0.32,-0.25,0.14,0.3,-0.94,-0.56,-0.1,-1.29,-0.27,-0.89,-0.1,0.48,0.33,1.16,0.99,0.83,0.04,0.52,0.36,0.25,-0.04,0.24,-0.27,-0.32,0.73,-0.07,0.93,-0.49,-0.36,-0.64,-0.76,0.4,0.28,0.82,0.98,-0.03,-0.07,-0.2,-0.51,-0.62,-0.56,-0.42,01.04@10.01.09.05@11.02.03.01.04@11.02.03.04@16.19.03,36
-0.38,-0.36,-0.56,-0.43,-0.29,-0.29,-0.12,-0.4,-0.09,0.28,-0.25,-0.32,-0.18,-0.45,-0.42,-0.09,-0.38,-0.17,-0.45,-0.06,0.06,0.31,-0.03,-0.18,-0.14,0.43,-0.09,0.15,-0.12,0.04,0.23,0.03,-0.04,-0.22,-0.25,-0.15,-0.06,0.08,-0.12,-0.38,-0.17,-0.12,-0.27,0.1,-0.25,-0.45,-0.58,-0.36,0.06,0.56,0.98,0.61,0.81,-0.54,0.26,-0.25,-0.12,0.53,-0.04,0.12,0.26,0.32,-0.27,0.59,-0.6,-0.4,-1.15,-0.86,0.31,0.58,0.85,0.71,-0.25,-0.04,-0.01,-0.36,-0.36,-0.76,-0.69,11.04.01@11.04.02@16.19.03,37
0.21,0.12,0.32,0.82,-0.04,-0.27,?,-0.06,-0.1,0.08,?,?,0.04,-0.09,-0.1,-0.18,-0.09,0.04,-0.22,-0.25,-0.3,-0.38,-0.04,-0.17,-0.36,-0.04,0.01,-0.4,-0.2,-0.38,-0.84,-0.09,0.31,-0.22,0.11,-0.03,-0.22,-0.32,-0.07,-0.06,-0.04,-0.34,-0.54,-0.18,-0.32,-0.4,-0.38,0.07,?,0.54,1.04,0.58,0.86,-0.81,0.41,0.1,0.81,0.63,0.19,-0.17,0.25,0.4,-0.42,1.74,-0.56,-0.4,-1.4,-1.06,-0.18,0.78,0.99,0.64,-0.3,-0.29,-0.12,-0.38,-0.69,-0.54,-0.84,10.01.09.05@11.02.03.04@32.01.09@42.10.03,38
-0.06,0.14,0.37,0.6,0.01,-0.2,0.06,0.04,0.14,0.01,0.48,-0.03,-0.04,-0.38,0.74,0.03,-0.36,0.26,0.01,-0.51,-0.27,0.07,-0.17,-0.67,-1.22,-0.64,-0.49,-0.01,-0.74,-0.69,-0.69,-0.43,0.11,-0.12,-0.42,-0.71,-0.43,-0.17,?,0.58,-0.6,-1.22,-0.76,0.14,-1.09,-0.64,-1.09,-0.29,0.38,0.83,1.71,1.61,1.42,-0.71,0.57,0.08,0.86,1.16,0.63,-0.06,0.45,0.71,-0.89,0.34,-1.12,-0.36,-2.06,-0.43,0.51,0.89,1.28,0.59,-0.06,0.1,-0.18,-0.27,-0.36,-0.42,-0.25,14.07.11@14.13.01@16.17@41.01.01@43.01.03.05,39
0.19,0.58,0.48,0.53,0.19,-0.23,-0.04,0.44,0.15,-0.09,1.0,-0.36,0.19,0.5,0.93,0.23,-0.17,0.44,0.16,-0.64,0.38,?,-0.38,-0.58,-0.6,-0.6,-0.17,-0.23,-0.51,-0.84,-1.03,-0.36,-0.47,-0.49,0.23,-0.12,-0.22,-0.01,-0.29,-0.07,-0.01,-0.01,-0.47,-0.03,-0.27,-0.2,-0.56,-0.12,0.7,0.69,0.99,0.89,0.49,-0.01,0.3,-0.07,0.78,0.82,-0.01,?,0.32,0.39,-0.3,0.83,-0.74,-0.74,-0.69,-1.12,0.28,0.52,0.69,0.31,0.07,0.1,0.33,-0.25,-0.07,0.26,-0.27,01.01.13@01.02.07@01.06.10@10.03.01@10.03.02.01@11.02.03.04@16.03.01,40
-0.43,-0.74,-0.32,-0.34,-0.1,0.18,-0.22,-0.17,-0.07,-0.29,0.08,-0.18,-0.3,-0.25,0.38,0.08,?,-0.25,-0.62,-0.58,-0.6,-0.07,-0.49,-0.71,-0.6,-0.56,-0.12,-0.14,-0.49,-0.03,-0.34,-0.25,0.08,?,-0.18,-0.09,0.07,0.23,0.01,-0.22,-0.07,-0.22,-0.25,-0.71,-0.27,-0.38,-0.36,-0.4,-0.15,0.48,1.12,0.88,0.85,-0.67,0.2,?,0.26,0.59,0.07,-0.18,-0.12,0.32,0.34,0.34,-0.79,-0.81,-0.81,-0.38,0.26,0.23,-0.14,0.44,-0.01,0.07,-0.06,-0.18,-0.03,-0.54,-0.69,14.04@16.07@20.01.10@20.01.21@20.09.01@42.10.05,41
-0.15,0.11,-0.22,-0.54,-0.64,-0.1,-0.4,-0.14,-0.38,0.1,-0.54,-0.4,-0.3,-0.2,-0.97,-0.34,-0.25,-0.09,0.9,-0.12,-0.3,0.06,-0.04,-0.27,0.12,-0.29,-0.56,-0.42,0.04,-0.06,-0.56,0.01,0.26,0.25,-0.32,-0.14,0.03,0.04,0.1,0.07,?,-0.4,-0.27,0.01,-0.27,-0.04,-0.38,-0.14,0.03,0.39,1.29,1.25,1.19,-0.79,0.53,0.28,0.12,0.18,-0.25,0.5,0.26,0.57,0.4,0.44,-0.43,-0.36,-0.54,-0.04,-0.27,0.59,-0.25,-0.4,-0.38,-0.38,-0.14,-0.51,-0.58,0.32,-0.12,40.10@40.20@42.01,42
-0.23,-0.27,-0.06,-0.38,-0.3,-0.23,?,-0.23,-0.07,-0.12,-0.49,-0.03,-0.2,0.26,-0.74,-0.06,-0.42,-0.23,-0.79,-0.51,-0.09,-0.15,-0.29,-0.38,-0.45,-0.3,-0.3,-0.38,-0.14,-0.4,-1.22,-0.22,-0.32,0.08,?,-0.42,-0.69,-0.32,-0.64,0.61,-0.27,-1.32,-0.67,0.19,-1.15,-0.76,-1.36,-0.45,-0.56,0.15,1.04,0.29,0.81,-1.25,0.15,1.2,0.45,1.32,0.19,0.41,0.06,0.36,0.31,0.77,-0.62,-0.22,-0.64,-0.6,-0.23,0.58,0.11,0.72,-0.42,-0.69,-0.56,-0.43,-0.94,?,-0.58,01.07.01,43
-0.36,-0.79,-0.29,-0.42,-0.22,-0.69,-0.34,-0.42,-0.23,-0.15,-0.25,-0.09,-0.09,-0.56,-0.07,-0.27,-0.22,-0.42,-0.15,-0.01,-0.14,0.24,-0.2,-0.3,-0.07,0.3,0.06,0.23,-0.25,0.08,-0.67,0.23,-0.32,-0.07,0.36,-0.32,-0.69,-0.43,-0.56,0.07,0.57,-0.23,-0.38,0.61,-0.34,-0.51,-0.54,-0.01,0.2,0.48,1.31,1.16,0.97,-0.71,0.54,0.41,0.7,0.86,-0.2,-0.17,0.15,0.45,0.31,0.44,-0.12,-0.42,-0.18,-0.15,0.5,0.71,-0.09,0.5,-0.32,-0.25,0.39,-0.03,-0.22,0.43,0.25,11.02.01@11.02.02@11.02.03.01,44
-1.09,?,-0.56,-0.25,-0.47,-0.49,-0.49,-0.74,-0.47,-0.06,-0.6,-0.42,-0.06,-0.2,-1.09,-0.49,-0.69,-0.15,-0.43,-0.1,-0.18,-0.4,-0.25,-0.51,-0.64,-0.6,-0.64,-0.56,-0.49,-0.6,-1.22,-0.51,-0.69,0.03,-0.49,-0.38,-1.0,-0.43,-0.64,0.21,-0.25,-0.76,-0.43,0.52,-0.94,-0.43,-0.69,?,0.48,0.87,1.8,1.04,1.7,-0.04,0.52,0.34,1.33,1.63,-0.1,-0.06,0.24,0.48,0.28,0.16,-0.22,0.29,-0.58,0.15,-0.47,0.24,-0.23,-0.51,-0.25,-0.42,0.16,0.08,-0.34,1.03,0.39,10.01.09.05@11.02.03.04@16.03.01@34.11.03.07,45
-0.64,-0.58,-0.36,-0.89,-0.79,-0.01,-0.15,0.15,-0.34,0.04,-0.76,-0.06,-0.17,-0.36,-0.97,0.16,-0.43,0.03,-0.58,-0.18,-0.18,-0.01,0.03,-0.06,0.16,0.18,?,0.03,-0.01,0.07,-0.42,0.32,-0.03,0.36,-0.14,-0.09,0.04,-0.43,-0.25,0.7,1.25,?,-0.49,-0.12,-1.0,-0.51,-1.32,0.37,0.58,0.37,1.5,1.54,1.43,-0.49,0.82,0.33,0.65,1.29,0.31,-0.15,0.21,0.44,0.01,0.36,0.3,0.24,-0.01,-0.29,-0.36,0.01,-0.18,0.31,-0.29,0.24,0.12,-0.14,-0.36,-0.15,-0.09,01.05.25@11.02.03.04.01,46
-0.17,-0.58,-0.94,-1.15,-0.67,-0.84,-0.47,-0.62,-0.3,-0.01,-0.47,-0.45,-0.25,-0.79,-1.12,-0.6,-0.76,-0.49,-0.64,-0.6,-0.34,0.07,-0.03,-0.69,-0.45,-0.17,-0.36,-0.47,-0.38,-0.23,-0.27,-0.34,0.37,-0.12,-0.34,0.28,-0.34,-0.17,-0.45,0.25,0.41,0.57,0.33,0.85,-0.2,0.08,0.45,0.16,0.78,1.37,1.74,1.97,1.7,-0.58,0.3,-0.09,1.24,2.33,-0.32,-1.43,0.1,0.07,-1.06,0.58,-0.42,0.28,-0.62,-0.81,?,0.58,0.37,-0.56,-0.29,-0.1,0.39,-0.3,-0.54,0.44,-0.1,11.04.01@11.04.02,47
-0.17,-0.29,-0.04,-0.1,0.18,0.11,0.14,-0.14,-0.03,0.08,-0.23,0.01,-0.04,-0.15,-0.09,-0.09,0.16,0.37,-0.62,-0.42,-0.47,-0.38,-0.3,-0.56,-0.15,0.07,0.1,0.06,-0.43,0.08,0.08,0.06,0.28,0.08,0.39,-0.17,0.12,-0.15,-0.27,-0.25,-0.09,-0.22,-0.25,-0.69,-0.4,-0.51,-0.58,-0.43,0.42,0.72,1.37,0.72,0.67,-0.51,0.21,-0.09,0.67,0.99,-0.14,-0.1,-0.49,0.19,0.25,0.82,0.1,-0.67,-0.36,-0.58,-0.56,-0.18,-0.76,-0.22,-0.15,0.04,0.18,-0.18,-0.23,0.3,-0.07,20.09.18,48
-0.01,1.6,0.2,-0.38,-0.07,0.11,0.67,0.25,0.36,-0.15,-0.51,-0.17,-0.01,-0.51,0.32,-0.43,0.08,0.06,-0.64,-0.4,-0.42,-0.15,-0.12,-0.36,-0.3,-0.49,-0.3,-0.6,-0.32,-0.54,-0.74,-0.84,-0.74,-0.01,0.83,0.75,-0.92,-1.36,-0.84,0.25,-0.74,-1.12,-1.43,-0.15,-1.51,-1.15,-0.89,-0.17,0.58,1.55,3.26,1.61,2.8,-1.03,1.53,0.86,0.03,0.7,0.1,-0.79,0.28,0.37,-0.04,0.71,-0.56,-0.15,-0.86,-0.49,0.18,0.51,0.32,0.24,-1.12,-1.0,-0.42,-1.03,-0.89,0.44,0.24,20.01.01.07@20.03,49
-0.23,-0.04,-0.25,-0.18,-0.12,-0.43,-0.06,-0.56,-0.18,-0.45,-0.36,-0.25,0.07,-0.45,-0.25,-0.25,-0.71,-0.36,-0.56,-0.58,-0.45,0.01,-0.2,-0.32,-0.38,-0.3,-0.09,0.1,-0.2,?,-0.04,-0.23,-0.74,-0.1,-0.03,-0.1,-0.2,-0.36,-0.34,-0.49,-0.18,-0.09,-0.25,-0.2,-0.17,-0.45,-0.25,-0.12,0.14,0.95,1.4,1.32,1.17,-1.15,0.49,0.14,-0.22,0.31,-0.15,-0.29,-0.4,-0.47,-0.47,-0.22,-0.1,0.19,-0.1,-0.4,-0.54,0.5,-0.04,-0.04,0.15,0.23,0.33,-0.17,-0.2,0.19,-0.22,14.04@18.02.03@20.09.07@20.09.13,50
-0.04,-0.34,?,0.03,-0.18,-0.09,0.26,-0.06,0.04,-0.15,0.11,-0.18,?,-0.2,0.01,-0.12,-0.17,-0.17,-0.4,-0.14,-0.56,-0.47,-0.29,-0.45,-0.42,-0.29,0.07,?,-0.3,-0.09,-0.18,-0.36,-0.71,-0.34,?,0.03,-0.06,0.28,0.15,-0.04,-0.06,-0.07,-0.1,-0.1,0.04,?,0.14,-0.25,0.31,0.82,1.45,1.2,0.99,-0.25,0.82,0.53,0.44,0.63,-0.67,-0.42,-0.07,-0.56,-0.3,0.01,0.11,-0.04,-0.15,-0.42,-0.2,0.45,-0.54,-0.56,-0.12,-0.22,-0.09,-0.17,0.31,-0.03,?,14.04@20.09.03@42.19,51
0.01,-0.32,-0.03,-0.03,-0.17,-0.03,0.31,0.31,0.31,-0.06,-0.06,-0.22,0.16,-0.49,0.15,-0.3,-0.54,-0.12,0.39,0.16,-0.27,0.12,0.1,-0.14,0.08,-0.81,0.08,-0.04,0.21,0.14,?,0.08,0.06,0.08,0.12,0.25,0.12,-0.09,-0.09,-0.01,0.08,0.14,0.28,-0.18,?,0.29,0.48,-0.3,0.25,0.71,1.48,1.03,0.98,-0.12,0.48,0.12,0.74,1.37,-0.32,-0.67,-0.49,-0.92,-0.51,-0.45,0.08,0.2,0.19,0.25,-0.62,-0.29,-0.54,-0.38,0.07,0.23,0.14,0.12,?,0.24,-0.62,14.04@20.09.07.05@20.09.07.27,52
-0.38,-0.07,-0.38,-0.06,-0.34,0.1,-0.1,-0.3,-0.2,0.16,-0.47,0.16,-0.22,-0.27,-0.3,-0.14,0.08,-0.22,-0.03,0.15,0.11,0.1,0.07,0.12,0.28,0.21,0.01,0.14,0.32,-0.03,-0.04,0.19,0.08,0.24,0.38,0.29,0.18,0.03,-0.03,0.06,0.42,0.37,0.21,0.79,0.26,0.26,0.53,-0.18,0.77,0.85,1.26,0.48,1.1,-0.18,0.01,-0.14,1.23,0.93,-0.23,-0.3,-0.17,-0.51,-0.18,-0.38,-0.09,-0.36,-0.15,-0.04,-0.51,0.16,-0.56,-0.58,0.04,-0.22,-0.17,-0.07,-0.22,0.4,-0.42,10.03.01.01.01@11.02.03.01.01@11.02.03.04,53
-0.29,-0.81,-0.43,-0.3,-0.03,-0.04,0.25,-0.27,-0.04,-0.01,-0.4,-0.25,-0.22,-0.43,-0.09,-0.27,-0.03,-0.25,-0.32,-0.32,-0.03,-0.45,0.11,0.24,0.06,0.19,0.04,0.21,0.11,-0.22,-0.3,-0.04,0.1,0.23,0.39,0.48,0.29,-0.1,-0.2,-0.03,-0.09,0.38,0.19,-0.64,-0.1,-0.25,0.15,-0.3,0.83,0.97,1.65,1.38,1.08,0.01,0.34,-0.3,1.64,1.34,-0.18,-0.92,-0.89,-0.76,-0.38,-0.12,-0.29,-0.36,-0.34,-0.62,-0.6,0.06,-0.25,-0.38,-0.06,-0.29,-0.34,-0.62,-0.58,-0.79,-1.6,10.03.01.01.09@10.03.01.01.11@14.07.07@14.13.01.01,54
-0.71,-0.34,-0.84,-0.32,-0.34,0.15,0.14,?,-0.23,-0.22,-0.62,-0.27,-0.23,0.06,-0.18,0.65,-0.15,0.12,-0.67,-0.25,-0.62,-0.43,-0.49,-0.38,-0.17,?,0.38,0.11,-0.29,0.43,0.14,0.04,?,0.23,-0.09,-0.29,-0.58,-0.09,-0.29,0.48,0.26,?,-0.54,0.08,-1.03,-0.2,-1.0,0.06,0.57,0.94,1.33,1.4,1.39,-0.4,0.3,0.31,1.51,1.05,-0.3,0.01,-0.27,0.3,-0.1,-0.09,-0.42,-0.51,-0.1,-0.2,-0.1,0.08,-0.43,-0.43,0.21,0.01,0.37,-0.12,-0.62,-0.67,-0.6,11.02.01@11.02.03.01.07@11.02.03.04,55
0.55,0.86,1.22,0.26,0.9,-0.36,0.19,0.18,0.04,0.25,1.37,0.82,0.71,0.46,?,-0.17,0.08,0.08,0.2,-0.15,-0.38,-0.49,-0.45,-0.94,-0.45,-0.29,-0.14,-0.18,-0.25,-0.34,-0.32,-0.27,-0.09,0.03,0.32,-0.6,-0.79,0.06,0.34,-0.04,-0.06,-0.56,-0.18,-0.07,-0.67,-0.84,-0.92,-0.47,-0.38,1.78,3.98,3.53,4.69,-2.47,3.98,4.05,-0.04,0.73,0.25,0.65,0.61,0.12,-0.12,-0.23,-0.81,-0.97,-0.51,-0.76,0.08,0.95,1.54,0.24,-0.92,-0.58,0.32,-0.38,-0.47,0.88,0.82,20.01.03.01@20.09.18,56
0.16,0.32,0.59,0.33,0.16,0.25,0.19,0.24,-0.01,0.1,0.18,-0.1,0.49,-0.3,0.69,0.53,0.06,0.23,0.04,-0.84,-0.09,-0.01,-0.67,-0.12,-0.6,-0.76,-0.32,-0.43,-0.56,-0.36,-1.18,-0.67,0.14,0.1,-0.67,-0.54,-0.22,-0.12,-0.07,0.52,0.23,-0.34,-0.17,-0.32,-0.54,-0.34,-0.38,-0.1,-0.2,0.73,2.93,3.11,3.07,-1.22,2.13,2.12,0.68,0.54,-0.36,0.48,0.06,0.18,-0.06,1.26,-0.67,-0.4,-0.64,-0.76,-0.23,0.01,0.08,?,-0.14,-0.29,-0.67,-0.86,-0.62,-0.18,0.24,10.03.01.01.11@14.07.05@14.10@14.13.01.01@16.01@16.19.03,57
0.1,0.5,0.11,0.58,0.01,0.14,0.01,0.04,0.11,-0.09,0.23,0.08,0.06,-0.07,0.06,0.37,-0.3,0.08,0.01,-0.01,-0.17,-0.25,-0.34,-0.18,-0.3,-0.17,0.04,0.14,0.03,0.18,0.11,-0.07,-0.27,-0.15,-0.36,-0.15,-0.4,-0.3,-0.09,-0.29,-0.23,-0.22,-0.22,-0.43,0.12,-0.22,-0.18,-0.22,0.34,0.67,1.76,1.39,1.38,-0.43,1.14,0.67,0.4,0.5,-0.12,-0.03,0.07,-0.3,-0.17,-0.36,-0.03,-0.22,-0.09,-0.25,-0.04,-0.51,-0.18,0.07,-0.62,0.08,0.14,-0.29,-0.2,0.26,-0.04,11.04.03.05@11.04.03.11,58
-0.23,0.46,-0.27,-0.09,-0.04,-0.18,-0.14,-0.2,-0.2,-0.06,-0.15,-0.2,-0.36,-0.23,0.18,-0.23,0.14,-0.27,?,-0.56,-0.51,0.11,-0.18,0.08,-0.38,-0.03,-0.03,-0.06,-0.2,-1.06,-0.58,-0.32,-0.67,-0.22,0.1,-0.04,-0.51,-0.29,-0.89,-0.36,0.19,-0.42,-0.64,-0.12,-0.69,-0.04,-0.79,-0.43,0.26,0.83,2.45,1.91,1.6,-0.62,0.74,0.29,1.11,1.42,-0.56,-0.18,0.32,0.25,-0.2,0.43,-0.42,-0.3,-0.6,-0.49,-0.42,0.43,0.75,0.3,-0.38,-0.34,?,-0.42,-0.64,0.25,-0.32,10.01.09.05@11.02.01@16.01@18.01.07@18.02.01.02@30.01@42.01,59
-0.14,0.19,0.11,-0.2,-0.58,-0.56,-0.69,-0.27,0.51,0.06,0.43,-0.07,0.04,-0.27,-0.32,0.03,-0.27,?,-0.15,-0.3,-0.03,-0.15,-0.22,-0.34,-0.34,-0.38,-0.54,-0.15,-0.3,-0.56,-0.4,0.01,0.53,0.41,-0.81,-0.94,-0.42,0.8,1.08,-0.03,-0.64,-0.47,-0.01,1.09,0.74,0.34,0.45,-0.32,0.7,1.77,2.35,2.38,2.73,-1.15,0.78,0.23,1.01,1.53,0.08,-0.14,?,-0.01,-0.4,0.12,-0.43,-0.43,-0.45,-0.18,-0.01,0.73,0.46,0.54,-0.38,-0.34,0.07,-0.38,-0.76,0.11,0.03,01.06@10.01.09.05@11.02.03.04@16.03.01@34.11.03.07,60
0.03,-0.2,0.04,-0.27,0.06,-0.42,0.24,-0.12,-0.04,-0.23,-0.07,-0.23,-0.04,-0.45,-0.14,-0.36,-0.04,-0.29,-0.58,-0.45,-0.45,-0.67,-0.67,-0.76,-0.64,-0.42,-0.18,-0.45,-0.29,0.14,0.1,-0.14,-0.03,-0.17,-0.04,-0.03,0.23,0.29,0.64,0.77,0.32,0.04,0.32,0.11,0.51,0.58,0.82,-0.45,0.59,1.43,3.11,2.49,2.44,-0.62,1.51,0.96,0.83,1.51,-0.36,-0.15,-0.22,0.28,0.12,-0.12,-0.15,-0.23,-0.09,-0.49,-0.23,0.2,-0.27,-0.84,?,0.01,0.37,0.2,0.28,0.88,0.32,14.07.05@14.13.01,61
-0.54,-0.74,-0.86,-0.62,0.11,-0.07,0.38,0.11,0.16,0.18,-0.36,-0.25,-0.2,-0.25,0.26,0.08,0.26,0.1,-1.18,-0.67,-0.6,-0.56,-0.12,0.06,-0.18,0.06,0.2,0.3,-0.32,0.11,-0.45,-0.32,-0.49,-0.64,-0.1,0.31,0.06,-0.06,-0.69,-0.6,-0.09,0.07,-0.25,-0.71,-0.49,-0.94,-0.56,-0.47,0.21,1.51,2.84,2.68,2.53,-1.4,0.77,0.55,1.24,1.78,-0.12,-0.34,-0.1,-0.47,-0.15,0.08,-0.54,-0.34,-0.45,-0.54,-0.01,0.45,-0.69,0.16,-0.14,-0.2,-0.15,-0.36,-0.43,-0.3,-1.03,01.04@10.01.03.03@10.01.09.05@11.02.03.04@16.19.03@34.11.03.07,62
?,-0.12,0.25,-0.2,0.04,-0.27,-0.03,-0.2,-0.1,0.1,0.08,-0.1,?,-0.27,0.04,-0.07,0.19,-0.03,-0.2,-0.25,-0.47,-0.27,-0.23,-0.62,-0.15,-0.17,-0.29,-0.34,-0.4,-0.17,-0.89,-0.42,-1.12,-0.71,-0.89,0.12,-0.03,-0.04,0.14,0.1,0.11,-0.23,-0.04,-1.09,-0.97,-0.14,-0.36,-0.81,0.12,4.27,5.58,4.85,5.88,-4.06,1.85,1.23,0.6,2.57,0.01,0.1,0.03,0.38,-0.58,0.12,-0.38,-0.25,-0.49,-0.67,0.32,0.99,0.61,0.9,0.11,-0.71,-0.1,-0.36,0.41,0.67,?,11.04.03@12.04@16.03.03@20.01.21,63
-0.34,-0.03,-0.04,0.11,-0.14,-0.17,-0.43,-0.38,-0.3,-0.56,-0.22,-0.01,0.08,-0.34,-0.34,-0.27,-0.45,-0.23,-0.34,-0.38,-0.34,-0.36,-0.32,-0.1,-0.3,-0.38,-0.34,-0.18,-0.2,-0.4,-0.25,-0.3,-0.1,0.08,0.1,-0.49,-0.54,-0.47,-0.54,-0.47,-0.56,-0.56,-0.56,-0.69,-0.42,-0.67,-0.51,-0.34,0.01,1.58,2.54,2.49,2.61,-1.74,1.28,0.58,0.04,0.48,-0.04,-0.34,0.04,-0.07,-0.07,0.01,-0.2,-0.03,-0.2,0.08,0.04,0.49,?,-0.22,-0.07,0.01,0.21,-0.4,-0.15,-0.14,-0.14,10.01.03.05@10.01.05.01,64
0.03,-0.2,0.23,0.11,0.1,-0.1,0.3,0.06,0.06,-0.15,0.42,0.25,0.16,-0.04,0.32,-0.04,0.23,0.2,-0.67,-0.14,-0.58,-0.43,-0.15,-0.32,-0.42,-0.45,-0.36,-0.49,-0.47,-0.17,-0.43,-0.43,-0.38,-0.12,0.19,0.03,-0.14,-0.15,-0.43,-0.06,-0.2,-0.42,-0.45,0.01,-0.12,-0.34,-0.36,-0.79,0.89,2.0,3.13,3.48,2.49,-1.06,1.5,1.3,2.17,1.42,-0.12,-0.36,-0.27,0.53,-0.06,0.59,-0.12,0.07,-0.25,-0.62,0.2,0.77,0.11,-0.32,-0.38,-0.32,-0.14,-0.1,-0.22,0.18,0.08,01.03.16@10.01.05.01@32.01,65
-0.06,?,0.51,0.45,0.57,0.15,-0.17,0.46,-0.12,-0.34,1.22,0.51,0.46,0.07,0.55,0.63,-0.3,?,-0.54,-0.84,-0.54,-0.38,-0.07,0.04,-0.12,0.11,-0.18,-0.27,-0.12,-0.04,-0.09,-0.4,-0.45,0.42,0.5,-0.3,-0.56,-0.45,-0.15,-0.1,0.2,-0.54,-0.2,0.04,-0.81,-0.47,-0.51,0.11,0.74,2.04,2.23,3.16,3.76,-1.84,1.47,1.57,1.72,1.3,-0.17,-0.42,-0.1,-0.17,-0.49,-0.06,-0.27,-0.04,-0.6,-0.54,-0.07,0.49,-0.14,-0.04,-0.25,-0.12,-0.06,-0.47,-0.36,-0.6,-0.15,10.03.01@10.03.05.01@42.04.05,66
0.06,0.01,-0.27,0.24,0.37,0.39,0.37,-0.03,-0.1,-0.09,-0.42,-0.07,-0.14,0.23,0.18,0.11,-0.79,0.04,-0.04,-0.67,-0.4,-0.1,-0.01,0.04,0.08,?,0.01,-0.2,0.1,-0.49,-0.69,-0.51,-0.94,-0.54,-0.17,0.7,0.44,-0.47,-0.69,-0.01,0.51,0.6,-0.12,-0.86,0.04,0.06,0.26,-0.47,0.67,?,4.05,3.25,3.55,-2.06,1.1,0.36,1.58,2.22,0.01,-0.04,0.03,?,-0.01,0.56,-0.25,-0.54,-0.47,-0.2,-0.15,0.53,0.63,0.43,-0.18,-0.07,-0.06,-0.18,0.34,-0.03,-0.94,10.03.01.01.05@10.03.01.01.09@18.02.01,67
